"GEOID","TOPO","TOPO_DEF","TOPO_CAT"
"0149072","15","Open high hills","Open_Hills_and_Mountains"
"0126896","14","Open hills","Open_Hills_and_Mountains"
"0163288","15","Open high hills","Open_Hills_and_Mountains"
"0133064","15","Open high hills","Open_Hills_and_Mountains"
"0177616","4","Irregular plains","Plains"
"0101132","14","Open hills","Open_Hills_and_Mountains"
"0182992","14","Open hills","Open_Hills_and_Mountains"
"0132656","4","Irregular plains","Plains"
"0130736","14","Open hills","Open_Hills_and_Mountains"
"0121184","4","Irregular plains","Plains"
"0165412","15","Open high hills","Open_Hills_and_Mountains"
"0105212","4","Irregular plains","Plains"
"0114152","14","Open hills","Open_Hills_and_Mountains"
"0150000","4","Irregular plains","Plains"
"0157648","4","Irregular plains","Plains"
"0169000","16","Open low mountains","Open_Hills_and_Mountains"
"0176200","4","Irregular plains","Plains"
"0174616","15","Open high hills","Open_Hills_and_Mountains"
"0144536","4","Irregular plains","Plains"
"0118856","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0121448","4","Irregular plains","Plains"
"0132272","4","Irregular plains","Plains"
"0180256","5","Tablelands, moderate relief","Tablelands"
"0145904","4","Irregular plains","Plains"
"0176944","15","Open high hills","Open_Hills_and_Mountains"
"0142016","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0169120","4","Irregular plains","Plains"
"0118040","14","Open hills","Open_Hills_and_Mountains"
"0109208","4","Irregular plains","Plains"
"0128936","4","Irregular plains","Plains"
"0116264","14","Open hills","Open_Hills_and_Mountains"
"0107120","4","Irregular plains","Plains"
"0127616","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0113648","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0166408","14","Open hills","Open_Hills_and_Mountains"
"0171496","14","Open hills","Open_Hills_and_Mountains"
"0131720","14","Open hills","Open_Hills_and_Mountains"
"0180352","15","Open high hills","Open_Hills_and_Mountains"
"0171900","14","Open hills","Open_Hills_and_Mountains"
"0132536","14","Open hills","Open_Hills_and_Mountains"
"0128504","14","Open hills","Open_Hills_and_Mountains"
"0138248","14","Open hills","Open_Hills_and_Mountains"
"0159496","14","Open hills","Open_Hills_and_Mountains"
"0130160","4","Irregular plains","Plains"
"0147848","14","Open hills","Open_Hills_and_Mountains"
"0163576","14","Open hills","Open_Hills_and_Mountains"
"0133640","14","Open hills","Open_Hills_and_Mountains"
"0177304","4","Irregular plains","Plains"
"0168736","16","Open low mountains","Open_Hills_and_Mountains"
"0109424","14","Open hills","Open_Hills_and_Mountains"
"0103724","4","Irregular plains","Plains"
"0105812","14","Open hills","Open_Hills_and_Mountains"
"0120008","14","Open hills","Open_Hills_and_Mountains"
"0177352","14","Open hills","Open_Hills_and_Mountains"
"0115640","4","Irregular plains","Plains"
"0129296","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0116312","14","Open hills","Open_Hills_and_Mountains"
"0164368","4","Irregular plains","Plains"
"0162328","14","Open hills","Open_Hills_and_Mountains"
"0173872","4","Irregular plains","Plains"
"0144608","4","Irregular plains","Plains"
"0143816","4","Irregular plains","Plains"
"0143888","14","Open hills","Open_Hills_and_Mountains"
"0179944","15","Open high hills","Open_Hills_and_Mountains"
"0155752","15","Open high hills","Open_Hills_and_Mountains"
"0117176","14","Open hills","Open_Hills_and_Mountains"
"0103556","4","Irregular plains","Plains"
"0103364","4","Irregular plains","Plains"
"0163984","15","Open high hills","Open_Hills_and_Mountains"
"0109400","15","Open high hills","Open_Hills_and_Mountains"
"0137312","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0155044","14","Open hills","Open_Hills_and_Mountains"
"0102260","4","Irregular plains","Plains"
"0141368","16","Open low mountains","Open_Hills_and_Mountains"
"0131912","4","Irregular plains","Plains"
"0128672","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0152848","15","Open high hills","Open_Hills_and_Mountains"
"0132080","14","Open hills","Open_Hills_and_Mountains"
"0124808","4","Irregular plains","Plains"
"0170128","4","Irregular plains","Plains"
"0177256","14","Open hills","Open_Hills_and_Mountains"
"0118304","4","Irregular plains","Plains"
"0135152","15","Open high hills","Open_Hills_and_Mountains"
"0173848","14","Open hills","Open_Hills_and_Mountains"
"0154480","4","Irregular plains","Plains"
"0165016","4","Irregular plains","Plains"
"0126848","4","Irregular plains","Plains"
"0121136","14","Open hills","Open_Hills_and_Mountains"
"0177280","14","Open hills","Open_Hills_and_Mountains"
"0107912","6","Tablelands, considerable relief","Tablelands"
"0120955","14","Open hills","Open_Hills_and_Mountains"
"0152608","4","Irregular plains","Plains"
"0146264","4","Irregular plains","Plains"
"0172600","15","Open high hills","Open_Hills_and_Mountains"
"0160648","15","Open high hills","Open_Hills_and_Mountains"
"0133256","15","Open high hills","Open_Hills_and_Mountains"
"0167056","14","Open hills","Open_Hills_and_Mountains"
"0130808","4","Irregular plains","Plains"
"0157144","4","Irregular plains","Plains"
"0130496","14","Open hills","Open_Hills_and_Mountains"
"0176824","6","Tablelands, considerable relief","Tablelands"
"0111032","13","Open low hills","Open_Hills_and_Mountains"
"0142160","14","Open hills","Open_Hills_and_Mountains"
"0167608","15","Open high hills","Open_Hills_and_Mountains"
"0157912","4","Irregular plains","Plains"
"0131348","15","Open high hills","Open_Hills_and_Mountains"
"0179032","4","Irregular plains","Plains"
"0139784","14","Open hills","Open_Hills_and_Mountains"
"0140888","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0175960","14","Open hills","Open_Hills_and_Mountains"
"0112016","14","Open hills","Open_Hills_and_Mountains"
"0116684","14","Open hills","Open_Hills_and_Mountains"
"0134096","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0101396","14","Open hills","Open_Hills_and_Mountains"
"0125384","14","Open hills","Open_Hills_and_Mountains"
"0162075","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0174160","14","Open hills","Open_Hills_and_Mountains"
"0139520","14","Open hills","Open_Hills_and_Mountains"
"0142808","4","Irregular plains","Plains"
"0103004","4","Irregular plains","Plains"
"0111512","14","Open hills","Open_Hills_and_Mountains"
"0180736","15","Open high hills","Open_Hills_and_Mountains"
"0154696","15","Open high hills","Open_Hills_and_Mountains"
"0178312","15","Open high hills","Open_Hills_and_Mountains"
"0173056","15","Open high hills","Open_Hills_and_Mountains"
"0157384","14","Open hills","Open_Hills_and_Mountains"
"0177580","14","Open hills","Open_Hills_and_Mountains"
"0148616","15","Open high hills","Open_Hills_and_Mountains"
"0151216","6","Tablelands, considerable relief","Tablelands"
"0181084","15","Open high hills","Open_Hills_and_Mountains"
"0111488","4","Irregular plains","Plains"
"0133472","6","Tablelands, considerable relief","Tablelands"
"0125864","15","Open high hills","Open_Hills_and_Mountains"
"0171201","14","Open hills","Open_Hills_and_Mountains"
"0173152","15","Open high hills","Open_Hills_and_Mountains"
"0116936","15","Open high hills","Open_Hills_and_Mountains"
"0120152","4","Irregular plains","Plains"
"0146192","4","Irregular plains","Plains"
"0131000","14","Open hills","Open_Hills_and_Mountains"
"0172720","5","Tablelands, moderate relief","Tablelands"
"0112544","14","Open hills","Open_Hills_and_Mountains"
"0103940","4","Irregular plains","Plains"
"0125840","14","Open hills","Open_Hills_and_Mountains"
"0129944","14","Open hills","Open_Hills_and_Mountains"
"0115256","15","Open high hills","Open_Hills_and_Mountains"
"0143120","15","Open high hills","Open_Hills_and_Mountains"
"0174352","15","Open high hills","Open_Hills_and_Mountains"
"0165040","14","Open hills","Open_Hills_and_Mountains"
"0111416","15","Open high hills","Open_Hills_and_Mountains"
"0163336","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0135392","15","Open high hills","Open_Hills_and_Mountains"
"0142640","14","Open hills","Open_Hills_and_Mountains"
"0151600","14","Open hills","Open_Hills_and_Mountains"
"0176584","14","Open hills","Open_Hills_and_Mountains"
"0177904","14","Open hills","Open_Hills_and_Mountains"
"0163216","15","Open high hills","Open_Hills_and_Mountains"
"0124664","4","Irregular plains","Plains"
"0116744","4","Irregular plains","Plains"
"0164152","4","Irregular plains","Plains"
"0180376","4","Irregular plains","Plains"
"0137264","16","Open low mountains","Open_Hills_and_Mountains"
"0160720","16","Open low mountains","Open_Hills_and_Mountains"
"0170896","16","Open low mountains","Open_Hills_and_Mountains"
"0132440","6","Tablelands, considerable relief","Tablelands"
"0154168","6","Tablelands, considerable relief","Tablelands"
"0100484","14","Open hills","Open_Hills_and_Mountains"
"0124880","14","Open hills","Open_Hills_and_Mountains"
"0101228","14","Open hills","Open_Hills_and_Mountains"
"0159592","14","Open hills","Open_Hills_and_Mountains"
"0124688","14","Open hills","Open_Hills_and_Mountains"
"0183640","14","Open hills","Open_Hills_and_Mountains"
"0121280","14","Open hills","Open_Hills_and_Mountains"
"0144800","14","Open hills","Open_Hills_and_Mountains"
"0164104","14","Open hills","Open_Hills_and_Mountains"
"0118952","4","Irregular plains","Plains"
"0124256","4","Irregular plains","Plains"
"0184096","4","Irregular plains","Plains"
"0125648","14","Open hills","Open_Hills_and_Mountains"
"0120296","4","Irregular plains","Plains"
"0143240","4","Irregular plains","Plains"
"0100988","6","Tablelands, considerable relief","Tablelands"
"0102116","6","Tablelands, considerable relief","Tablelands"
"0151696","15","Open high hills","Open_Hills_and_Mountains"
"0174424","15","Open high hills","Open_Hills_and_Mountains"
"0176680","15","Open high hills","Open_Hills_and_Mountains"
"0158680","15","Open high hills","Open_Hills_and_Mountains"
"0113672","14","Open hills","Open_Hills_and_Mountains"
"0107000","15","Open high hills","Open_Hills_and_Mountains"
"0117968","14","Open hills","Open_Hills_and_Mountains"
"0125120","15","Open high hills","Open_Hills_and_Mountains"
"0128552","15","Open high hills","Open_Hills_and_Mountains"
"0139856","15","Open high hills","Open_Hills_and_Mountains"
"0168280","15","Open high hills","Open_Hills_and_Mountains"
"0141296","5","Tablelands, moderate relief","Tablelands"
"0123296","4","Irregular plains","Plains"
"0163408","15","Open high hills","Open_Hills_and_Mountains"
"0127520","4","Irregular plains","Plains"
"0151520","4","Irregular plains","Plains"
"0181912","4","Irregular plains","Plains"
"0133856","4","Irregular plains","Plains"
"0167800","4","Irregular plains","Plains"
"0128024","4","Irregular plains","Plains"
"0133976","15","Open high hills","Open_Hills_and_Mountains"
"0139280","14","Open hills","Open_Hills_and_Mountains"
"0159088","4","Irregular plains","Plains"
"0132056","4","Irregular plains","Plains"
"0159832","4","Irregular plains","Plains"
"0103220","14","Open hills","Open_Hills_and_Mountains"
"0115064","4","Irregular plains","Plains"
"0168352","4","Irregular plains","Plains"
"0103076","4","Irregular plains","Plains"
"0107672","4","Irregular plains","Plains"
"0124568","4","Irregular plains","Plains"
"0104852","14","Open hills","Open_Hills_and_Mountains"
"0104684","4","Irregular plains","Plains"
"0132224","14","Open hills","Open_Hills_and_Mountains"
"0132560","14","Open hills","Open_Hills_and_Mountains"
"0150312","15","Open high hills","Open_Hills_and_Mountains"
"0158848","15","Open high hills","Open_Hills_and_Mountains"
"0110240","4","Irregular plains","Plains"
"0138272","15","Open high hills","Open_Hills_and_Mountains"
"0100124","4","Irregular plains","Plains"
"0153112","4","Irregular plains","Plains"
"0117824","4","Irregular plains","Plains"
"0167920","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0162496","4","Irregular plains","Plains"
"0135800","15","Open high hills","Open_Hills_and_Mountains"
"0178232","4","Irregular plains","Plains"
"0174400","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0162472","14","Open hills","Open_Hills_and_Mountains"
"0129056","15","Open high hills","Open_Hills_and_Mountains"
"0157576","15","Open high hills","Open_Hills_and_Mountains"
"0138608","14","Open hills","Open_Hills_and_Mountains"
"0101660","15","Open high hills","Open_Hills_and_Mountains"
"0145496","4","Irregular plains","Plains"
"0178480","14","Open hills","Open_Hills_and_Mountains"
"0171280","14","Open hills","Open_Hills_and_Mountains"
"0151096","15","Open high hills","Open_Hills_and_Mountains"
"0109136","14","Open hills","Open_Hills_and_Mountains"
"0158272","14","Open hills","Open_Hills_and_Mountains"
"0134480","14","Open hills","Open_Hills_and_Mountains"
"0157120","4","Irregular plains","Plains"
"0165472","15","Open high hills","Open_Hills_and_Mountains"
"0122816","14","Open hills","Open_Hills_and_Mountains"
"0146504","14","Open hills","Open_Hills_and_Mountains"
"0176080","14","Open hills","Open_Hills_and_Mountains"
"0102860","15","Open high hills","Open_Hills_and_Mountains"
"0157000","14","Open hills","Open_Hills_and_Mountains"
"0167536","14","Open hills","Open_Hills_and_Mountains"
"0123320","4","Irregular plains","Plains"
"0115472","14","Open hills","Open_Hills_and_Mountains"
"0166216","14","Open hills","Open_Hills_and_Mountains"
"0153016","14","Open hills","Open_Hills_and_Mountains"
"0116600","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0165208","4","Irregular plains","Plains"
"0154600","4","Irregular plains","Plains"
"0146072","4","Irregular plains","Plains"
"0112760","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0101852","15","Open high hills","Open_Hills_and_Mountains"
"0107456","14","Open hills","Open_Hills_and_Mountains"
"0151648","14","Open hills","Open_Hills_and_Mountains"
"0179728","15","Open high hills","Open_Hills_and_Mountains"
"0180496","14","Open hills","Open_Hills_and_Mountains"
"0119648","4","Irregular plains","Plains"
"0142928","4","Irregular plains","Plains"
"0172816","4","Irregular plains","Plains"
"0173272","4","Irregular plains","Plains"
"0175768","4","Irregular plains","Plains"
"0176320","4","Irregular plains","Plains"
"0148112","6","Tablelands, considerable relief","Tablelands"
"0131024","4","Irregular plains","Plains"
"0127640","4","Irregular plains","Plains"
"0133544","14","Open hills","Open_Hills_and_Mountains"
"0105188","4","Irregular plains","Plains"
"0162952","4","Irregular plains","Plains"
"0119024","13","Open low hills","Open_Hills_and_Mountains"
"0142304","4","Irregular plains","Plains"
"0108680","14","Open hills","Open_Hills_and_Mountains"
"0103508","4","Irregular plains","Plains"
"0110456","4","Irregular plains","Plains"
"0112112","14","Open hills","Open_Hills_and_Mountains"
"0167584","4","Irregular plains","Plains"
"0165784","14","Open hills","Open_Hills_and_Mountains"
"0170632","4","Irregular plains","Plains"
"0122504","14","Open hills","Open_Hills_and_Mountains"
"0147740","15","Open high hills","Open_Hills_and_Mountains"
"0165592","14","Open hills","Open_Hills_and_Mountains"
"0103820","15","Open high hills","Open_Hills_and_Mountains"
"0109457","15","Open high hills","Open_Hills_and_Mountains"
"0109880","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0123224","15","Open high hills","Open_Hills_and_Mountains"
"0128120","5","Tablelands, moderate relief","Tablelands"
"0128816","15","Open high hills","Open_Hills_and_Mountains"
"0182176","15","Open high hills","Open_Hills_and_Mountains"
"0159016","5","Tablelands, moderate relief","Tablelands"
"0135512","15","Open high hills","Open_Hills_and_Mountains"
"0160264","14","Open hills","Open_Hills_and_Mountains"
"0114728","15","Open high hills","Open_Hills_and_Mountains"
"0135536","15","Open high hills","Open_Hills_and_Mountains"
"0109064","15","Open high hills","Open_Hills_and_Mountains"
"0123880","14","Open hills","Open_Hills_and_Mountains"
"0163730","14","Open hills","Open_Hills_and_Mountains"
"0135752","14","Open hills","Open_Hills_and_Mountains"
"0161488","4","Irregular plains","Plains"
"0148784","15","Open high hills","Open_Hills_and_Mountains"
"0127088","15","Open high hills","Open_Hills_and_Mountains"
"0135704","14","Open hills","Open_Hills_and_Mountains"
"0132248","4","Irregular plains","Plains"
"0107588","14","Open hills","Open_Hills_and_Mountains"
"0135130","4","Irregular plains","Plains"
"0122088","15","Open high hills","Open_Hills_and_Mountains"
"0139472","15","Open high hills","Open_Hills_and_Mountains"
"0117704","14","Open hills","Open_Hills_and_Mountains"
"0136592","5","Tablelands, moderate relief","Tablelands"
"0116080","15","Open high hills","Open_Hills_and_Mountains"
"0101180","15","Open high hills","Open_Hills_and_Mountains"
"0120272","15","Open high hills","Open_Hills_and_Mountains"
"0145040","15","Open high hills","Open_Hills_and_Mountains"
"0126152","4","Irregular plains","Plains"
"0164248","14","Open hills","Open_Hills_and_Mountains"
"0169180","4","Irregular plains","Plains"
"0154582","15","Open high hills","Open_Hills_and_Mountains"
"0164920","15","Open high hills","Open_Hills_and_Mountains"
"0121328","6","Tablelands, considerable relief","Tablelands"
"0100460","15","Open high hills","Open_Hills_and_Mountains"
"0109736","15","Open high hills","Open_Hills_and_Mountains"
"0147728","15","Open high hills","Open_Hills_and_Mountains"
"0152776","15","Open high hills","Open_Hills_and_Mountains"
"0174976","15","Open high hills","Open_Hills_and_Mountains"
"0123656","14","Open hills","Open_Hills_and_Mountains"
"0181336","15","Open high hills","Open_Hills_and_Mountains"
"0178984","14","Open hills","Open_Hills_and_Mountains"
"0142472","4","Irregular plains","Plains"
"0131096","6","Tablelands, considerable relief","Tablelands"
"0146696","15","Open high hills","Open_Hills_and_Mountains"
"0127376","4","Irregular plains","Plains"
"0118088","4","Irregular plains","Plains"
"0161038","16","Open low mountains","Open_Hills_and_Mountains"
"0173080","16","Open low mountains","Open_Hills_and_Mountains"
"0113264","15","Open high hills","Open_Hills_and_Mountains"
"0171190","4","Irregular plains","Plains"
"0137465","15","Open high hills","Open_Hills_and_Mountains"
"0182848","15","Open high hills","Open_Hills_and_Mountains"
"0115304","4","Irregular plains","Plains"
"0138416","14","Open hills","Open_Hills_and_Mountains"
"0140072","4","Irregular plains","Plains"
"0114464","15","Open high hills","Open_Hills_and_Mountains"
"0173728","14","Open hills","Open_Hills_and_Mountains"
"0114392","4","Irregular plains","Plains"
"0135560","14","Open hills","Open_Hills_and_Mountains"
"0103028","15","Open high hills","Open_Hills_and_Mountains"
"0132968","14","Open hills","Open_Hills_and_Mountains"
"0143648","14","Open hills","Open_Hills_and_Mountains"
"0129464","4","Irregular plains","Plains"
"0175096","4","Irregular plains","Plains"
"0176872","14","Open hills","Open_Hills_and_Mountains"
"0116000","14","Open hills","Open_Hills_and_Mountains"
"0178264","14","Open hills","Open_Hills_and_Mountains"
"0102500","14","Open hills","Open_Hills_and_Mountains"
"0174304","4","Irregular plains","Plains"
"0150192","14","Open hills","Open_Hills_and_Mountains"
"0143720","4","Irregular plains","Plains"
"0155200","14","Open hills","Open_Hills_and_Mountains"
"0174592","15","Open high hills","Open_Hills_and_Mountains"
"0174688","14","Open hills","Open_Hills_and_Mountains"
"0159472","4","Irregular plains","Plains"
"0129992","15","Open high hills","Open_Hills_and_Mountains"
"0119336","14","Open hills","Open_Hills_and_Mountains"
"0159064","4","Irregular plains","Plains"
"0119744","4","Irregular plains","Plains"
"0151469","14","Open hills","Open_Hills_and_Mountains"
"0176208","15","Open high hills","Open_Hills_and_Mountains"
"0143264","15","Open high hills","Open_Hills_and_Mountains"
"0130448","14","Open hills","Open_Hills_and_Mountains"
"0104660","4","Irregular plains","Plains"
"0101708","4","Irregular plains","Plains"
"0105692","4","Irregular plains","Plains"
"0167176","4","Irregular plains","Plains"
"0126824","4","Irregular plains","Plains"
"0122216","4","Irregular plains","Plains"
"0160240","14","Open hills","Open_Hills_and_Mountains"
"0138152","14","Open hills","Open_Hills_and_Mountains"
"0180064","14","Open hills","Open_Hills_and_Mountains"
"0102320","15","Open high hills","Open_Hills_and_Mountains"
"0148376","15","Open high hills","Open_Hills_and_Mountains"
"0159760","4","Irregular plains","Plains"
"0140648","4","Irregular plains","Plains"
"0108272","4","Irregular plains","Plains"
"0114968","4","Irregular plains","Plains"
"0179008","15","Open high hills","Open_Hills_and_Mountains"
"0144728","4","Irregular plains","Plains"
"0169648","14","Open hills","Open_Hills_and_Mountains"
"0169840","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0171832","15","Open high hills","Open_Hills_and_Mountains"
"0182872","15","Open high hills","Open_Hills_and_Mountains"
"0146768","14","Open hills","Open_Hills_and_Mountains"
"0132896","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0135200","14","Open hills","Open_Hills_and_Mountains"
"0163768","4","Irregular plains","Plains"
"0152680","4","Irregular plains","Plains"
"0132584","14","Open hills","Open_Hills_and_Mountains"
"0117368","14","Open hills","Open_Hills_and_Mountains"
"0177880","4","Irregular plains","Plains"
"0102908","15","Open high hills","Open_Hills_and_Mountains"
"0157504","6","Tablelands, considerable relief","Tablelands"
"0144160","15","Open high hills","Open_Hills_and_Mountains"
"0109328","16","Open low mountains","Open_Hills_and_Mountains"
"0154312","6","Tablelands, considerable relief","Tablelands"
"0115376","4","Irregular plains","Plains"
"0152344","15","Open high hills","Open_Hills_and_Mountains"
"0156472","15","Open high hills","Open_Hills_and_Mountains"
"0105932","14","Open hills","Open_Hills_and_Mountains"
"0161008","15","Open high hills","Open_Hills_and_Mountains"
"0172888","15","Open high hills","Open_Hills_and_Mountains"
"0170416","13","Open low hills","Open_Hills_and_Mountains"
"0112070","15","Open high hills","Open_Hills_and_Mountains"
"0109500","15","Open high hills","Open_Hills_and_Mountains"
"0121890","15","Open high hills","Open_Hills_and_Mountains"
"0134984","15","Open high hills","Open_Hills_and_Mountains"
"0182104","15","Open high hills","Open_Hills_and_Mountains"
"0163495","15","Open high hills","Open_Hills_and_Mountains"
"0138032","15","Open high hills","Open_Hills_and_Mountains"
"0152320","15","Open high hills","Open_Hills_and_Mountains"
"0159880","14","Open hills","Open_Hills_and_Mountains"
"0151456","15","Open high hills","Open_Hills_and_Mountains"
"0140928","14","Open hills","Open_Hills_and_Mountains"
"0123344","14","Open hills","Open_Hills_and_Mountains"
"0162688","4","Irregular plains","Plains"
"0115136","14","Open hills","Open_Hills_and_Mountains"
"0181528","14","Open hills","Open_Hills_and_Mountains"
"0153448","14","Open hills","Open_Hills_and_Mountains"
"0183976","14","Open hills","Open_Hills_and_Mountains"
"0164040","14","Open hills","Open_Hills_and_Mountains"
"0145316","14","Open hills","Open_Hills_and_Mountains"
"0153232","15","Open high hills","Open_Hills_and_Mountains"
"0146600","14","Open hills","Open_Hills_and_Mountains"
"0119360","4","Irregular plains","Plains"
"0178240","9","Plains with hills","Plains_with_Hills_or_Mountains"
"0143384","13","Open low hills","Open_Hills_and_Mountains"
"0124184","4","Irregular plains","Plains"
"0177784","6","Tablelands, considerable relief","Tablelands"
"0158968","13","Open low hills","Open_Hills_and_Mountains"
"0142352","4","Irregular plains","Plains"
"0137000","6","Tablelands, considerable relief","Tablelands"
"0140096","4","Irregular plains","Plains"
"0105164","14","Open hills","Open_Hills_and_Mountains"
"0163912","6","Tablelands, considerable relief","Tablelands"
"0181744","14","Open hills","Open_Hills_and_Mountains"
"3403520","2","Smooth plains","Plains"
"3464050","15","Open high hills","Open_Hills_and_Mountains"
"3415820","15","Open high hills","Open_Hills_and_Mountains"
"3406370","15","Open high hills","Open_Hills_and_Mountains"
"3431320","15","Open high hills","Open_Hills_and_Mountains"
"3423250","2","Smooth plains","Plains"
"3406670","2","Smooth plains","Plains"
"3461170","15","Open high hills","Open_Hills_and_Mountains"
"3468730","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3439390","2","Smooth plains","Plains"
"3401330","16","Open low mountains","Open_Hills_and_Mountains"
"3428650","2","Smooth plains","Plains"
"3419360","2","Smooth plains","Plains"
"3405440","2","Smooth plains","Plains"
"3453040","15","Open high hills","Open_Hills_and_Mountains"
"3430390","2","Smooth plains","Plains"
"3475890","15","Open high hills","Open_Hills_and_Mountains"
"3437560","2","Smooth plains","Plains"
"3482720","2","Smooth plains","Plains"
"3407300","16","Open low mountains","Open_Hills_and_Mountains"
"3475145","16","Open low mountains","Open_Hills_and_Mountains"
"3459730","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3449200","2","Smooth plains","Plains"
"3438296","1","Flat plains","Plains"
"3460390","15","Open high hills","Open_Hills_and_Mountains"
"3466615","1","Flat plains","Plains"
"3450010","1","Flat plains","Plains"
"3478410","2","Smooth plains","Plains"
"3404600","2","Smooth plains","Plains"
"3444100","2","Smooth plains","Plains"
"3455500","16","Open low mountains","Open_Hills_and_Mountains"
"3408140","16","Open low mountains","Open_Hills_and_Mountains"
"3421473","2","Smooth plains","Plains"
"3454630","1","Flat plains","Plains"
"3458852","2","Smooth plains","Plains"
"3472726","2","Smooth plains","Plains"
"3439810","1","Flat plains","Plains"
"3475745","16","Open low mountains","Open_Hills_and_Mountains"
"3402880","2","Smooth plains","Plains"
"3457540","2","Smooth plains","Plains"
"3446980","1","Flat plains","Plains"
"3415638","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3451360","2","Smooth plains","Plains"
"3470984","1","Flat plains","Plains"
"3411770","1","Flat plains","Plains"
"3405740","2","Smooth plains","Plains"
"3482960","2","Smooth plains","Plains"
"3464320","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3402230","2","Smooth plains","Plains"
"3408170","2","Smooth plains","Plains"
"3439420","2","Smooth plains","Plains"
"3471220","2","Smooth plains","Plains"
"3402440","2","Smooth plains","Plains"
"3421570","2","Smooth plains","Plains"
"3434200","2","Smooth plains","Plains"
"3466330","2","Smooth plains","Plains"
"3413720","15","Open high hills","Open_Hills_and_Mountains"
"3433150","5","Tablelands, moderate relief","Tablelands"
"3413570","15","Open high hills","Open_Hills_and_Mountains"
"3422560","15","Open high hills","Open_Hills_and_Mountains"
"3453610","15","Open high hills","Open_Hills_and_Mountains"
"3464170","15","Open high hills","Open_Hills_and_Mountains"
"3472480","15","Open high hills","Open_Hills_and_Mountains"
"3482570","15","Open high hills","Open_Hills_and_Mountains"
"3461632","15","Open high hills","Open_Hills_and_Mountains"
"3472580","5","Tablelands, moderate relief","Tablelands"
"3470380","16","Open low mountains","Open_Hills_and_Mountains"
"3466540","1","Flat plains","Plains"
"3441700","15","Open high hills","Open_Hills_and_Mountains"
"3480540","15","Open high hills","Open_Hills_and_Mountains"
"3474150","15","Open high hills","Open_Hills_and_Mountains"
"3428380","2","Smooth plains","Plains"
"3442420","1","Flat plains","Plains"
"3451990","1","Flat plains","Plains"
"3413395","2","Smooth plains","Plains"
"3462585","2","Smooth plains","Plains"
"3428140","1","Flat plains","Plains"
"3439870","1","Flat plains","Plains"
"3412100","15","Open high hills","Open_Hills_and_Mountains"
"3448210","15","Open high hills","Open_Hills_and_Mountains"
"3401825","1","Flat plains","Plains"
"3430210","2","Smooth plains","Plains"
"3434530","2","Smooth plains","Plains"
"3469510","2","Smooth plains","Plains"
"3423940","1","Flat plains","Plains"
"3480210","1","Flat plains","Plains"
"3431470","2","Smooth plains","Plains"
"3468550","2","Smooth plains","Plains"
"3426610","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3449680","2","Smooth plains","Plains"
"3466480","2","Smooth plains","Plains"
"3431500","2","Smooth plains","Plains"
"3467350","2","Smooth plains","Plains"
"3441370","1","Flat plains","Plains"
"3404990","16","Open low mountains","Open_Hills_and_Mountains"
"3403040","2","Smooth plains","Plains"
"3411155","2","Smooth plains","Plains"
"3476107","2","Smooth plains","Plains"
"3452620","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3417530","15","Open high hills","Open_Hills_and_Mountains"
"3421120","2","Smooth plains","Plains"
"3441495","16","Open low mountains","Open_Hills_and_Mountains"
"3408020","16","Open low mountains","Open_Hills_and_Mountains"
"3414590","16","Open low mountains","Open_Hills_and_Mountains"
"3448840","16","Open low mountains","Open_Hills_and_Mountains"
"3467770","15","Open high hills","Open_Hills_and_Mountains"
"3425020","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3479715","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3467650","16","Open low mountains","Open_Hills_and_Mountains"
"3426520","2","Smooth plains","Plains"
"3414230","1","Flat plains","Plains"
"3404400","2","Smooth plains","Plains"
"3471250","1","Flat plains","Plains"
"3414758","2","Smooth plains","Plains"
"3442540","2","Smooth plains","Plains"
"3464865","2","Smooth plains","Plains"
"3401480","15","Open high hills","Open_Hills_and_Mountains"
"3453205","2","Smooth plains","Plains"
"3478350","2","Smooth plains","Plains"
"3449290","15","Open high hills","Open_Hills_and_Mountains"
